"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WESD","WESF"
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-01-29",,,,,,"29","42","19",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-01-30",,,,,,"38","58","24",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-01-31",,,,,,"46","64","29",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-01",,,,,,"35","47","24",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-02",,,,,,"38","56","22",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-03",,,,,,"41","57","27",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-04",,,,,,"47","64","30",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-05",,,,,,"50","66","32",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-06",,,,,,"51","58","42",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-07",,,,,,"44","56","32",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-08",,,,,,"35","45","29",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-09",,,,,,"40","48","31",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-10",,,,,,"35","50","26",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-11",,,,,,"32","47","18",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-12",,,,,,"31","41","21",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-13",,,,,,"30","39","24",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-14",,,,,,"28","45","17",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-15",,,,,,"31","48","16",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-16",,,,,,"44","59","25",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-17",,,,,,"44","52","36",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-18",,,,,,"37","49","29",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-19",,,,,,"35","52","21",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-20",,,,,,"39","63","19",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-21",,,,,,"33","54","17",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-22",,,,,,"45","66","29",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-23",,,,,,"50","70","32",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-24",,,,,,"52","72","35",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-25",,,,,,"52","68","33",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-26",,,,,,"49","61","32",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-27",,,,,,"36","59","22",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-02-28",,,,,,"32","47","15",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-01",,,,,,"42","67","20",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-02",,,,,,"61","78","41",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-03",,,,,,"56","71","41",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-04",,,,,,"61","69","54",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-05",,,,,,"54","62","48",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-06",,,,,,"51","59","45",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-07",,,,,,"39","48","31",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-08",,,,,,"47","61","27",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-09",,,,,,"48","63","24",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-10",,,,,,"37","48","21",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-11",,,,,,"33","50","16",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-12",,,,,,"37","58","16",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-13",,,,,,"31","41","22",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-14",,,,,,"39","58","20",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-15",,,,,,"47","64","28",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-16",,,,,,"53","71","32",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-17",,,,,,"58","73","39",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-18",,,,,,"51","63","35",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-19",,,,,,"47","65","29",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-20",,,,,,"53","70","36",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-21",,,,,,"56","71","37",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-22",,,,,,"62","74","53",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-23",,,,,,"46","58","28",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-24",,,,,,"40","53","25",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-25",,,,,,"40","52","28",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-26",,,,,,"27","44","15",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-27",,,,,,"23","37","13",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-28",,,,,,"33","48","18",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-29",,,,,,"47","63","23",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-30",,,,,,"33","47","23",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-03-31",,,,,,"36","53","19",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-01",,,,,,"36","51","19",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-02",,,,,,"39","58","17",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-03",,,,,,"53","65","35",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-04",,,,,,"33","45","20",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-05",,,,,,"27","38","14",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-06",,,,,,"36","52","20",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-07",,,,,,"53","70","27",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-08",,,,,,"56","72","33",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-09",,,,,,"46","60","31",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-10",,,,,,"44","61","31",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-11",,,,,,"42","54","33",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-12",,,,,,"35","39","32",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-13",,,,,,"50","64","33",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-14",,,,,,"53","67","42",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-15",,,,,,"56","67","41",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-16",,,,,,"51","65","37",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-17",,,,,,"35","40","32",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-18",,,,,,"38","46","30",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-19",,,,,,"47","60","35",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-20",,,,,,"59","73","37",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-21",,,,,,"64","78","54",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-22",,,,,,"63","77","47",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-23",,,,,,"66","78","49",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-24",,,,,,"64","75","48",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-25",,,,,,"46","57","37",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-26",,,,,,"52","67","39",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-27",,,,,,"44","54","35",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-28",,,,,,"54","72","37",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-29",,,,,,"66","77","50",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-04-30",,,,,,"57","72","43",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-01",,,,,,"45","55","37",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-02",,,,,,"41","44","37",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-03",,,,,,"50","64","40",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-04",,,,,,"56","72","42",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-05",,,,,,"60","76","42",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-06",,,,,,"66","84","45",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-07",,,,,,"69","88","50",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-08",,,,,,"57","72","46",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-09",,,,,,"56","70","45",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-10",,,,,,"49","60","37",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-11",,,,,,"56","75","45",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-12",,,,,,"69","84","44",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-13",,,,,,"60","75","44",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-14",,,,,,"60","78","40",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-15",,,,,,"63","76","51",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-16",,,,,,"52","68","43",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-17",,,,,,"64","81","41",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-18",,,,,,"70","86","50",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-19",,,,,,"72","88","54",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-20",,,,,,"71","81","58",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-21",,,,,,"59","69","50",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-22",,,,,,"58","74","49",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-23",,,,,,"59","72","52",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-24",,,,,,"59","72","48",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-25",,,,,,"56","75","46",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-26",,,,,,"50","56","47",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-27",,,,,,"57","69","46",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-28",,,,,,"63","76","49",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-29",,,,,,"63","79","47",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-30",,,,,,"67","80","51",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-05-31",,,,,,"63","77","50",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-01",,,,,,"57","70","48",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-02",,,,,,"49","52","44",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-03",,,,,,"52","64","43",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-04",,,,,,"62","74","47",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-05",,,,,,"66","80","51",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-06",,,,,,"69","79","56",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-07",,,,,,"62","73","45",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-08",,,,,,"63","75","43",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-09",,,,,,"66","77","51",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-10",,,,,,"56","66","49",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-11",,,,,,"58","76","45",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-12",,,,,,"61","77","44",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-13",,,,,,"62","78","48",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-14",,,,,,"63","79","49",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-15",,,,,,"64","82","48",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-16",,,,,,"67","82","46",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-17",,,,,,"71","84","54",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-18",,,,,,"71","85","55",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-19",,,,,,"68","80","51",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-20",,,,,,"60","67","54",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-21",,,,,,"71","85","50",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-22",,,,,,"77","91","57",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-23",,,,,,"73","86","61",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-24",,,,,,"74","88","57",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-25",,,,,,"74","87","62",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-26",,,,,,"74","88","56",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-27",,,,,,"71","84","58",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-28",,,,,,"69","87","52",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-29",,,,,,"74","87","57",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-06-30",,,,,,"70","88","53",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-01",,,,,,"76","93","56",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-02",,,,,,"71","84","59",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-03",,,,,,"72","87","57",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-04",,,,,,"67","79","55",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-05",,,,,,"62","75","54",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-06",,,,,,"66","84","52",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-07",,,,,,"74","92","51",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-08",,,,,,"79","94","57",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-09",,,,,,"79","93","61",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-10",,,,,,"78","93","60",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-11",,,,,,"77","95","61",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-12",,,,,,"76","97","57",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-13",,,,,,"75","90","60",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-14",,,,,,"78","95","62",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-15",,,,,,"72","84","58",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-16",,,,,,"74","92","57",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-17",,,,,,"74","88","59",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-18",,,,,,"69","82","55",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-19",,,,,,"72","93","55",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-20",,,,,,"77","94","62",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-21",,,,,,"65","78","57",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-22",,,,,,"70","86","52",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-23",,,,,,"76","93","56",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-24",,,,,,"78","96","56",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-25",,,,,,"71","86","60",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-26",,,,,,"65","84","58",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-27",,,,,,"70","85","53",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-28",,,,,,"65","76","54",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-29",,,,,,"60","75","52",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-30",,,,,,"55","61","49",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-07-31",,,,,,"65","83","49",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-01",,,,,,"66","80","54",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-02",,,,,,"74","90","57",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-03",,,,,,"77","93","62",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-04",,,,,,"75","89","58",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-05",,,,,,"73","91","56",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-06",,,,,,"74","86","59",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-07",,,,,,"78","89","63",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-08",,,,,,"75","88","56",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-09",,,,,,"68","83","55",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-10",,,,,,"69","83","60",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-11",,,,,,"72","88","59",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-12",,,,,,"74","91","56",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-13",,,,,,"73","90","56",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-14",,,,,,"70","81","62",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-15",,,,,,"75","87","59",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-16",,,,,,"66","80","51",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-17",,,,,,"67","79","56",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-18",,,,,,"63","75","55",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-19",,,,,,"71","88","52",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-20",,,,,,"66","81","52",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-21",,,,,,"71","85","56",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-22",,,,,,"75","95","54",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-23",,,,,,"79","93","59",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-24",,,,,,"69","83","55",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-25",,,,,,"62","75","50",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-26",,,,,,"65","82","51",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-27",,,,,,"71","83","54",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-28",,,,,,"74","87","58",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-29",,,,,,"64","83","48",,
"USR0000CCCI","COLORADO CITY COLORADO, CO US","37.9478","-104.8692","1886.7","2009-08-30",,,,,,"60","70","55",,
